Employee_ID,Branch_ID,Full_Name,Position,Department_ID,Salary,Hire_Date,Status
736,132,Sarah White,Data Analyst,11,40194.67,2020-09-04,Resigned
737,550,Sheryl Hernandez,HR Manager,12,112220.78,2016-09-25,Active
738,185,Lauren Nguyen,Financial Analyst,18,92297.82,2018-10-23,Active
739,408,Timothy Griffin,Credit Analyst,12,78400.77,2022-02-13,Active
740,380,Gary Scott,Accountant,9,52580.15,2018-03-07,Resigned
741,332,Richard Morris,Bank Teller,6,31237.86,2015-09-16,On Leave
742,607,Ryan Singleton,Risk Manager,8,48283.14,2015-07-28,Resigned
743,55,April Kelly,Security Officer,5,81221.0,2022-07-03,Resigned
744,239,Ryan Mccullough,Investment Advisor,25,54198.06,2017-10-26,Resigned
745,79,Vicki Liu,Investment Advisor,9,84400.86,2016-04-17,Active
746,273,Robin Carter,Accountant,17,35049.03,2024-03-08,Resigned
747,420,Samuel Bautista,IT Support,17,116127.05,2015-06-21,Active
748,651,Thomas Parks,IT Support,6,38242.79,2023-09-13,On Leave
749,679,Sean Rodriguez,Investment Advisor,10,59938.35,2024-02-01,Active
750,667,Michael Lee,Accountant,1,38192.82,2019-04-09,On Leave
751,489,Brenda Fisher,Branch Manager,22,72377.57,2018-06-09,On Leave
752,244,Carolyn Davis,Accountant,30,74150.75,2018-09-08,Resigned
753,388,Andrea Wallace,Compliance Officer,18,72726.26,2019-04-16,Active
754,183,Carlos Carter,Credit Analyst,19,79464.03,2016-03-17,Active
755,60,Brandon Harris,Risk Manager,2,87517.71,2025-02-07,Resigned
756,178,Tanya Gomez,Bank Teller,13,62672.94,2024-04-01,On Leave
757,555,Lindsay Lynn,IT Support,3,90634.5,2016-05-05,Resigned
758,605,Stephanie Brewer,Bank Teller,18,101047.39,2022-01-17,On Leave
759,129,Carlos Ramos,Credit Analyst,13,38380.68,2018-03-08,Resigned
760,311,Susan Elliott DVM,Investment Advisor,12,33133.66,2020-12-27,Active
761,661,Mary Ayers,Accountant,22,67163.74,2023-10-13,Resigned
762,415,Brian Kelly,Financial Analyst,2,38083.69,2023-06-20,Active
763,262,Carmen Hernandez,Credit Analyst,10,100511.23,2015-09-16,Resigned
764,401,Richard Cochran,Branch Manager,30,101929.49,2019-12-21,On Leave
765,508,Rachel Ramirez,Security Officer,20,104752.76,2018-10-28,Resigned
766,213,Lisa Weber,Loan Officer,12,91989.33,2022-02-03,Active
767,261,Kristen Campbell,Branch Manager,1,74131.76,2017-04-03,Resigned
768,160,Scott Lewis,Security Officer,11,35436.97,2021-08-11,Resigned
769,530,Lisa Schultz,Accountant,7,52124.99,2023-09-21,Active
770,393,Dana Rodriguez,Financial Analyst,14,59438.49,2018-05-05,Resigned
771,424,David Rice,Investment Advisor,30,115834.82,2017-01-02,On Leave
772,518,Brett Moses,Accountant,7,67996.16,2015-12-31,Active
773,591,Heather Johnson,Risk Manager,13,94525.94,2022-06-30,On Leave
774,206,James Williams,Customer Service Representative,17,72421.94,2015-08-01,Active
775,162,James Cardenas,Branch Manager,15,106630.38,2020-01-30,Active
776,304,Charles Harrison,Data Analyst,27,70150.2,2017-07-30,Resigned
777,31,Brandi Rodriguez,Customer Service Representative,3,90448.58,2017-01-21,Active
778,646,John Jones,Compliance Officer,27,46028.94,2024-02-10,Active
779,402,William Gray,Customer Service Representative,3,65319.53,2021-07-21,Resigned
780,391,Sean Norton,Loan Officer,15,76051.57,2021-09-20,Resigned
781,413,Russell Jackson,Investment Advisor,28,43927.42,2022-02-18,Active
782,266,Thomas Cherry,IT Support,30,73107.11,2015-12-30,Resigned
783,34,Nancy Torres,Bank Teller,21,76751.04,2017-09-03,On Leave
784,370,William Campbell,Accountant,26,68521.61,2022-05-30,On Leave
785,618,Ashlee Gilbert,Customer Service Representative,24,31652.03,2015-04-27,On Leave
786,470,Todd Brown,Financial Analyst,9,61980.85,2022-04-07,Resigned
787,295,Jake Franco,Accountant,2,58353.41,2021-02-20,On Leave
788,498,Amy Barnes,Loan Officer,9,80103.45,2015-12-25,On Leave
789,320,Kristina Foster,Investment Advisor,18,58856.48,2018-11-03,Resigned
790,321,Danielle Haynes,Financial Analyst,15,111394.35,2017-04-22,On Leave
791,690,Alisha Smith,Risk Manager,6,117560.81,2016-07-02,Resigned
792,391,Grace Saunders,Loan Officer,13,43135.36,2016-02-27,On Leave
793,18,Joshua Johnson,Financial Analyst,11,33020.69,2018-08-13,Active
794,385,Matthew Reid,Bank Teller,3,106704.14,2019-11-24,Resigned
795,320,Jeffrey Johnson,Security Officer,13,46804.88,2020-03-23,Resigned
796,42,Joseph Schultz,Security Officer,14,36118.83,2018-04-30,Resigned
797,574,Mrs. Katie Smith,Credit Analyst,5,77535.71,2022-10-28,On Leave
798,624,Todd Alexander,Credit Analyst,18,75440.32,2019-01-01,Resigned
799,44,Barbara Tate,Loan Officer,26,40556.22,2016-05-18,On Leave
800,106,Kevin Smith,Financial Analyst,10,89024.01,2019-05-30,Active
801,194,Robert Mahoney,Security Officer,20,106653.13,2022-05-21,Active
802,651,Tammy Schmidt,Customer Service Representative,15,77238.27,2016-01-17,Active
803,258,Kayla Chandler,Accountant,4,87866.28,2015-03-19,Active
804,374,Preston Carpenter,Compliance Officer,24,36388.33,2022-08-09,On Leave
805,598,Stacy Anderson,Branch Manager,16,34048.47,2023-08-26,On Leave
806,638,John Wright,Risk Manager,24,112038.88,2015-11-03,Resigned
807,254,Charles Simmons,Compliance Officer,15,108163.26,2022-10-15,Active
808,468,Matthew Willis,Compliance Officer,26,78316.88,2015-03-08,On Leave
809,155,Evan Acevedo,Security Officer,29,114816.49,2022-09-15,Active
810,331,Anthony Adams,Compliance Officer,16,57475.42,2024-06-24,Resigned
811,263,Danielle Powers,Branch Manager,22,55110.57,2023-07-23,Resigned
812,271,Joshua Grant,Financial Analyst,13,102522.91,2022-01-22,On Leave
813,578,Christina Stone,Compliance Officer,16,78540.07,2019-11-21,Resigned
814,29,Elizabeth Garcia,Bank Teller,29,78921.05,2022-04-02,Resigned
815,214,Amanda Jackson,Compliance Officer,17,92273.89,2022-08-22,On Leave
816,601,Jose Hughes,Customer Service Representative,8,96603.65,2021-07-01,Resigned
817,391,Shannon Lee,Bank Teller,30,103505.6,2025-02-16,Active
818,374,Susan Montgomery,Investment Advisor,19,38237.19,2019-02-03,Active
819,260,Chad Williams,Bank Teller,6,62186.98,2022-08-13,Active
820,698,Laurie Rogers,Financial Analyst,20,64996.4,2021-06-11,Resigned
821,575,David Rose,Accountant,15,76909.18,2021-02-21,On Leave
822,108,Michael Peterson,Bank Teller,12,115644.25,2017-08-29,Active
823,159,Kimberly Chung,IT Support,5,63946.71,2023-05-06,Active
824,214,Amy Patterson,Credit Analyst,29,63888.63,2021-09-29,Active
825,129,James Cabrera,Accountant,20,67414.46,2019-09-06,Resigned
826,214,Nicholas Williams,Data Analyst,12,34425.05,2021-06-14,Resigned
827,305,Travis Copeland,Credit Analyst,25,104472.38,2020-03-05,On Leave
828,178,Dawn Reed,Customer Service Representative,8,85763.97,2022-03-04,Active
829,454,Timothy Wheeler,IT Support,22,80840.84,2020-05-31,On Leave
830,119,Jonathan Weber,Credit Analyst,27,62127.78,2024-02-29,Active
831,363,Melvin Becker,Security Officer,24,32905.26,2019-04-15,Resigned
832,302,Pamela Martinez,Security Officer,19,30207.62,2023-07-15,Active
833,93,Julie Park,Compliance Officer,17,57386.39,2020-07-25,On Leave
834,122,Deborah Briggs,HR Manager,16,106361.92,2023-06-20,On Leave
835,589,Jason Bowen,HR Manager,8,61573.6,2023-11-21,Resigned
836,195,Emily Miller,Loan Officer,20,77040.53,2020-01-23,Resigned
837,65,Vicki Hoover,Loan Officer,5,31818.72,2018-10-15,Resigned
838,691,Michelle Rodriguez,Investment Advisor,5,52005.3,2020-06-05,Active
839,232,Lorraine Murray,Bank Teller,13,99548.35,2017-09-05,Active
840,95,Joan Wilson,Financial Analyst,30,61125.81,2024-05-03,On Leave
841,268,Margaret Cameron,Financial Analyst,2,45335.19,2016-04-29,Active
842,495,Austin Brown,Customer Service Representative,22,77215.82,2022-02-05,On Leave
843,593,Erika Johnson,Compliance Officer,24,72472.2,2017-02-18,On Leave
844,312,Mrs. Anne Reed,Compliance Officer,14,82229.23,2018-01-01,On Leave
845,289,Kelly Marshall,Accountant,7,72493.93,2021-11-25,Resigned
846,2,Laura Johnson,Security Officer,11,71404.34,2017-07-20,Resigned
847,189,Pamela Schaefer,Bank Teller,27,96350.57,2019-08-11,Resigned
848,85,Dr. Nathaniel Ramirez,IT Support,17,83945.34,2016-02-23,Resigned
849,393,Michael Page,Compliance Officer,14,36601.5,2019-07-29,Resigned
850,184,David Jenkins,Customer Service Representative,4,69021.6,2022-09-12,Active
851,231,Arthur Mejia,Customer Service Representative,8,64239.43,2019-12-18,On Leave
852,454,Rebecca Huber,Bank Teller,3,71159.6,2022-05-19,Resigned
853,567,Michael Franklin,Compliance Officer,25,87886.33,2019-07-08,Resigned
854,51,Thomas Galloway,Investment Advisor,16,75472.21,2016-06-03,Active
855,277,Jennifer West,Accountant,15,58411.08,2017-02-04,Resigned
856,131,Brandon Schmidt,Loan Officer,5,79967.27,2018-03-10,On Leave
857,546,Shannon Reed,Branch Manager,21,90764.0,2016-07-02,On Leave
858,247,Laura Martin,Security Officer,10,34678.91,2020-03-19,On Leave
859,650,Zachary Hutchinson,Risk Manager,4,119506.59,2022-08-02,On Leave
860,87,Paul Miller,Branch Manager,5,45234.09,2024-10-27,Active
861,193,Todd Romero,IT Support,29,119969.64,2021-11-28,Active
862,372,Mark Davis,Financial Analyst,27,49383.23,2018-12-03,On Leave
863,262,Lindsey Rollins,IT Support,25,119541.45,2018-04-10,Resigned
864,290,Kevin Ramsey,Accountant,25,114492.27,2017-04-24,Resigned
865,689,Robert Allen,Investment Advisor,12,74538.77,2015-12-10,Resigned
866,449,Stacy Davis,Investment Advisor,25,45252.08,2020-03-29,Resigned
867,171,Brenda Weaver,IT Support,19,95240.98,2023-11-17,On Leave
868,614,Jonathan Maldonado,IT Support,30,33969.48,2019-03-18,Active
869,93,James Ortiz,Security Officer,21,42517.51,2023-11-02,On Leave
870,535,Stephanie Sheppard,Accountant,22,30306.2,2021-12-07,Active
871,490,Megan Rowland,Investment Advisor,27,96671.25,2016-07-15,Active
872,24,Kimberly Salinas,Loan Officer,18,56341.34,2016-09-29,Resigned
873,516,Nicholas Wilson,Security Officer,12,47630.1,2017-08-01,Resigned
874,37,Sheri Sanders DDS,Investment Advisor,23,51144.64,2015-05-28,On Leave
875,440,Evan Frazier,Credit Analyst,26,95161.29,2019-09-05,On Leave
876,420,Natasha Davila,Financial Analyst,2,97381.64,2015-08-10,Active
877,434,Brandon Baker,HR Manager,30,80305.5,2021-02-11,Resigned
878,244,Alexander Perez,Compliance Officer,27,79540.27,2019-08-31,Resigned
879,498,Karen Rocha,Risk Manager,14,64213.4,2018-06-06,On Leave
880,486,Dr. Briana Archer MD,Compliance Officer,19,85593.39,2024-12-15,Resigned
881,606,Craig Owens DDS,Customer Service Representative,12,87024.12,2015-06-22,Resigned
882,456,Ashley Randall,HR Manager,14,101680.93,2022-09-18,On Leave
883,194,Michele Aguilar,Bank Teller,7,77134.71,2023-10-01,Active
884,209,Calvin Ford,Investment Advisor,18,92361.89,2024-10-18,Resigned
885,611,Corey Matthews,Loan Officer,15,88328.82,2021-05-02,Resigned
886,393,Ashley Cox,IT Support,21,108733.4,2020-03-05,Active
887,470,James Hill,Loan Officer,20,35112.24,2015-09-15,Resigned
888,272,Emily Knight,Security Officer,2,37808.61,2015-04-12,Active
889,114,Elizabeth Castillo,IT Support,1,108013.15,2015-07-16,On Leave
890,687,Pedro Livingston,Credit Analyst,26,99049.61,2023-02-01,On Leave
891,91,James Garcia,HR Manager,20,46038.56,2021-02-28,On Leave
892,393,Kim Turner,IT Support,13,81317.79,2021-01-29,Active
893,490,Henry Patrick,Bank Teller,6,49974.43,2020-10-17,Active
894,363,Clayton Scott,Financial Analyst,14,76736.19,2018-08-10,Active
895,660,Megan Lopez,Credit Analyst,26,48023.96,2016-05-22,Active
896,436,Tiffany Smith,Financial Analyst,24,54377.09,2025-02-17,Active
897,435,Cynthia Miles,Compliance Officer,29,51147.04,2016-10-20,Active
898,90,Antonio Jackson,Data Analyst,19,106126.59,2017-07-18,Active
899,242,Alexander Mccall,Compliance Officer,18,97241.43,2015-08-27,Resigned
900,207,Michael Knight,Accountant,1,99409.1,2017-11-06,On Leave
901,621,Nathaniel Williams Jr.,Credit Analyst,10,96773.19,2022-10-24,On Leave
902,327,William Keith,Risk Manager,5,104182.0,2017-09-09,Resigned
903,669,Billy Garcia,Credit Analyst,28,102469.88,2020-07-30,On Leave
904,624,Dr. Dustin Cole,Accountant,29,31256.05,2018-08-22,Resigned
905,461,David Collins,Security Officer,10,116250.03,2021-08-02,Resigned
906,451,Christy Turner,Bank Teller,28,36458.68,2016-12-07,Resigned
907,578,Fernando Evans,Bank Teller,21,39597.57,2020-09-13,Active
908,22,Brandon James,Credit Analyst,17,39472.69,2023-09-17,On Leave
909,226,Lisa Carpenter,Data Analyst,25,100780.0,2023-02-06,On Leave
910,479,Breanna Rogers,Investment Advisor,28,104285.2,2023-07-12,Active
911,241,Charles Shea,Data Analyst,29,96178.76,2018-06-15,On Leave
912,278,Angela Campos,Investment Advisor,6,114628.92,2018-05-27,On Leave
913,442,Shelly Davis,Credit Analyst,13,115015.46,2024-01-22,On Leave
914,346,Darlene Liu,Investment Advisor,17,43261.34,2022-11-11,Active
915,200,Erin Lynch,Risk Manager,17,93039.17,2016-03-02,Resigned
916,675,Cody Klein,Credit Analyst,10,69498.79,2020-11-23,Active
917,24,Jeffrey Rangel,Financial Analyst,25,113738.68,2024-11-19,Active
918,26,Laura Whitaker,Data Analyst,15,44666.98,2022-06-26,Active
919,26,David Bush,Customer Service Representative,17,73071.41,2015-05-11,On Leave
920,276,Kelly Taylor,Risk Manager,16,61720.24,2022-08-24,On Leave
921,29,Douglas Livingston,Financial Analyst,7,58588.65,2016-09-30,Resigned
922,233,Christopher Anderson,Bank Teller,3,68168.68,2019-04-25,Resigned
923,224,Lauren Munoz,Data Analyst,10,53417.65,2020-06-24,Resigned
924,390,Samuel Collins,Risk Manager,9,83810.49,2021-04-29,On Leave
925,140,Katie Steele,HR Manager,23,48161.59,2018-04-28,Active
926,548,Joshua Hood,Branch Manager,19,73605.57,2016-01-07,On Leave
927,617,Micheal Fisher,Customer Service Representative,28,116978.8,2023-12-01,Active
928,65,Cindy Jackson,Credit Analyst,10,97904.41,2017-03-13,On Leave
929,242,Barbara Dodson,Bank Teller,1,109634.07,2022-08-07,Active
930,175,William Pittman,HR Manager,12,79778.52,2017-01-04,Resigned
931,651,Harold Buchanan,Customer Service Representative,30,61478.75,2025-01-08,Active
932,537,Heather Soto,Customer Service Representative,9,115232.63,2018-06-24,Active
933,493,Randall Sullivan,Data Analyst,18,85868.7,2016-08-16,On Leave
934,294,Jacqueline Rocha,Compliance Officer,10,42558.96,2023-01-15,On Leave
935,254,Mary Williams,Bank Teller,2,108080.08,2019-10-13,Active
936,362,Carrie Atkins,Compliance Officer,10,72237.2,2025-01-10,On Leave
937,334,James Robinson,Financial Analyst,7,110980.98,2022-10-12,Active
938,71,Jacqueline Arnold,IT Support,1,88713.09,2016-09-04,Active
939,437,Laurie Taylor,Security Officer,2,117104.19,2020-09-25,Resigned
940,530,Patrick Garner,Data Analyst,17,98918.88,2019-07-18,Resigned
941,251,Gwendolyn James,Branch Manager,10,96629.9,2022-01-09,On Leave
942,308,Karen Kelley,Bank Teller,25,58165.96,2019-01-17,Resigned
943,173,Janet Huff,Bank Teller,17,31909.26,2023-08-06,Active
944,626,Caleb Tate,Data Analyst,24,44431.73,2024-07-15,Active
945,638,Rebecca Webb,Risk Manager,14,109446.8,2021-05-09,On Leave
946,576,Samuel Herman,IT Support,4,58789.4,2015-03-18,Resigned
947,162,Juan White,Loan Officer,13,55394.51,2021-05-17,Resigned
948,176,Dylan Conner,Compliance Officer,2,100232.1,2020-11-13,Resigned
949,519,Jeremy Adams,Financial Analyst,11,54196.65,2019-01-30,Resigned
950,549,Blake Taylor,Investment Advisor,9,64290.62,2023-12-01,Active
951,233,Sarah Bell,Customer Service Representative,15,72246.73,2019-04-11,On Leave
952,473,Adrian Hernandez,Risk Manager,29,96109.68,2025-01-25,Active
953,141,Ashley Skinner,Branch Manager,24,109950.98,2016-02-17,Resigned
954,517,Richard Jones,Bank Teller,4,42516.75,2019-06-19,Resigned
955,204,Alison Washington,Data Analyst,24,34354.79,2016-06-14,On Leave
956,428,Megan Tran,Bank Teller,1,94232.31,2017-08-04,Active
957,433,Alan Pace,Data Analyst,17,36986.84,2024-12-16,Active
958,92,Tanya Hernandez,Loan Officer,1,59055.91,2017-08-29,On Leave
959,444,Richard Acevedo,Credit Analyst,2,49102.55,2023-08-21,Active
960,43,William Hess,Credit Analyst,7,50059.81,2018-08-17,On Leave
961,127,Sheryl Nguyen,Risk Manager,29,42535.63,2021-08-24,On Leave
962,436,Mrs. Michelle Williams MD,Bank Teller,3,88590.55,2017-09-16,On Leave
963,185,Dawn Murphy,HR Manager,3,58805.39,2022-06-15,Resigned
964,594,Eric Jones,Branch Manager,10,102334.98,2018-04-07,Active
965,146,Terry Fuentes,IT Support,7,97377.61,2018-07-30,On Leave
966,125,Katelyn Garcia,Security Officer,11,70412.72,2019-11-23,On Leave
967,62,Yvonne Simmons,HR Manager,22,91454.07,2016-04-01,On Leave
968,311,Mark Nguyen,Investment Advisor,28,34824.24,2018-08-04,On Leave
969,244,Heidi Johnson,Loan Officer,7,63477.77,2021-08-15,Active
970,174,Richard Higgins,Loan Officer,30,86103.23,2023-02-14,Active
971,396,Lisa Curry,Loan Officer,25,46842.36,2021-08-10,Resigned
972,142,Sharon Adkins,Bank Teller,30,90239.3,2024-12-05,Active
973,117,Shannon Anderson,Risk Manager,17,116195.42,2022-11-05,Active
974,565,Candace Vargas,Accountant,21,83276.69,2018-02-27,On Leave
975,585,Gabrielle Koch,Financial Analyst,4,62210.74,2019-12-22,Active
976,109,James Heath,Bank Teller,1,58296.8,2017-01-09,Active
977,431,Debra Chang,Loan Officer,7,75216.63,2024-03-10,On Leave
978,274,Deborah Garrison,Credit Analyst,21,112423.98,2016-10-09,Active
979,645,Jerry Rodriguez,Data Analyst,27,109339.49,2018-08-04,On Leave
980,72,Kristina Thomas,Branch Manager,27,52203.51,2015-09-08,Resigned
981,352,Cory Brown,Customer Service Representative,12,104557.98,2015-06-26,Resigned
982,310,Courtney Wilson,Data Analyst,1,42720.36,2024-08-13,On Leave
983,451,Timothy Patterson,Risk Manager,23,86150.91,2023-12-29,Resigned
984,111,Edward Anderson,Customer Service Representative,26,109898.71,2016-01-18,On Leave
985,511,Richard Miller,Security Officer,19,78902.12,2017-03-18,Active
986,344,Joseph Ellis,Data Analyst,28,77269.37,2015-05-22,On Leave
987,633,Brianna Frazier,IT Support,10,51807.9,2020-06-21,Resigned
988,69,Crystal Schmitt,Credit Analyst,4,95345.21,2015-02-24,Resigned
989,509,Jason Sweeney,HR Manager,2,116089.9,2023-01-24,Active
990,428,Caitlin Wilson,Financial Analyst,6,106563.85,2022-02-11,Active
991,401,Jason Nelson,Security Officer,26,63637.61,2024-12-20,Resigned
992,10,Marcus Sanders,Data Analyst,18,105995.72,2022-01-17,Resigned
993,125,John Crawford,Credit Analyst,29,49813.38,2022-11-14,Resigned
994,636,Scott Wang,Branch Manager,1,103745.61,2017-01-17,Resigned
995,209,Cindy Parker,Bank Teller,22,92113.34,2024-01-18,Resigned
996,386,Sonya Gonzalez,Compliance Officer,5,77105.77,2018-02-23,On Leave
997,598,Mark Miller,Data Analyst,26,101243.05,2022-06-13,Resigned
998,417,Benjamin Davis,Risk Manager,24,67593.22,2018-03-27,On Leave
999,46,Justin Logan,Bank Teller,7,53073.85,2021-04-12,On Leave
1000,267,Anthony Jordan,Compliance Officer,16,45283.58,2020-07-14,On Leave
1001,462,Sergio Pham,Financial Analyst,3,109998.19,2020-06-04,On Leave
1002,108,Elijah Sanders,Loan Officer,3,37656.06,2021-05-27,On Leave
1003,629,Anthony Hess,Bank Teller,4,59450.95,2022-02-09,Active
1004,375,Angela Bradley,IT Support,19,38473.0,2023-05-08,Active
1005,480,Melissa Fowler,Investment Advisor,15,89599.81,2022-06-03,On Leave
1006,641,Ryan Bishop,Risk Manager,8,74445.43,2017-12-23,Resigned
1007,456,Isaac Allen,Branch Manager,27,117389.98,2023-04-20,Active
1008,510,Jennifer Morrison,Compliance Officer,7,99941.01,2019-11-09,Active
1009,211,Hayley Thomas,Compliance Officer,29,71497.56,2018-03-26,Active
1010,276,Kyle Anderson,Data Analyst,28,76660.61,2015-11-16,On Leave
1011,645,George Freeman,Compliance Officer,19,82915.51,2021-01-17,Active
1012,151,Robert Williams,Risk Manager,8,37061.73,2015-04-15,Active
1013,70,Matthew Horn,HR Manager,6,42133.64,2023-05-04,On Leave
1014,93,Ryan Ochoa,Investment Advisor,10,44632.69,2019-03-16,On Leave
1015,402,Shelby Nicholson,Risk Manager,2,35765.81,2024-03-24,On Leave
1016,188,Erika Wade,Risk Manager,19,32766.07,2020-07-05,Active
1017,15,Marcus Calhoun,Credit Analyst,16,65976.21,2018-03-05,Active
1018,136,Karla Wilson,Data Analyst,16,58938.04,2016-05-15,Active
1019,690,Tyler Jones,Credit Analyst,16,32006.65,2020-02-21,On Leave
1020,117,Patrick Dunn,Risk Manager,2,117710.2,2015-03-30,Active
1021,330,Leroy Case,Risk Manager,20,40442.66,2024-07-27,Active
1022,296,Vanessa Juarez,Security Officer,17,81655.56,2021-08-15,Resigned
1023,623,Victoria Mclaughlin,Security Officer,16,44697.23,2020-11-04,On Leave
1024,352,Joseph Griffith,Branch Manager,14,94935.68,2022-09-21,Resigned
1025,475,Christopher Ingram,Customer Service Representative,26,93251.28,2020-11-24,Resigned
1026,571,Julie Chandler,Risk Manager,7,75299.2,2018-01-16,On Leave
1027,325,Anthony Hernandez,HR Manager,15,105604.75,2016-12-20,Resigned
1028,695,Penny Brown,Financial Analyst,13,105629.6,2022-06-07,Active
1029,365,Tara Rubio,Customer Service Representative,24,106867.35,2020-02-05,Resigned
1030,204,Diana Simpson,Bank Teller,23,56131.94,2016-09-17,On Leave
1031,227,Christina Mueller,Branch Manager,25,107563.39,2017-12-03,On Leave
1032,141,Jeremy Murray,Loan Officer,3,74163.98,2023-11-04,Resigned
1033,455,Kevin Higgins,Branch Manager,18,112175.43,2016-12-13,Resigned
1034,657,Mariah Johnson,HR Manager,27,119048.35,2019-10-14,On Leave
1035,471,Angel White,IT Support,11,43329.35,2023-05-08,On Leave
1036,237,Jason Logan,Financial Analyst,11,100247.19,2020-12-12,Resigned
1037,627,Timothy Waters,Customer Service Representative,20,97021.65,2018-09-22,Resigned
1038,647,Heather Fleming,Accountant,6,60523.86,2017-09-16,Resigned
1039,131,Austin Garcia,Customer Service Representative,10,39060.55,2025-02-04,Resigned
1040,538,Suzanne Peterson,IT Support,24,81712.27,2021-03-10,Active
1041,342,Jamie Booth,Security Officer,17,90497.64,2016-11-15,Active
1042,344,Ashley Brown,Financial Analyst,15,93425.07,2024-01-20,Resigned
1043,289,Gregory Turner,Loan Officer,20,83392.43,2023-09-16,Active
1044,505,Lisa Rowe,Branch Manager,1,50298.98,2019-03-23,Active
1045,380,Kathryn Brooks,Customer Service Representative,14,85664.92,2023-01-04,On Leave
1046,255,John Perez,Accountant,9,42279.7,2017-07-27,On Leave
1047,44,Linda Willis,Credit Analyst,9,62661.39,2015-02-24,On Leave
1048,199,Dawn Price,Loan Officer,27,54828.63,2023-04-02,Resigned
1049,627,Melissa Allison,Financial Analyst,28,94356.2,2021-08-18,Active
1050,181,Phillip Gibson,IT Support,23,84512.63,2021-02-26,On Leave
1051,331,Courtney Jones,Data Analyst,7,73898.79,2025-01-11,Active
1052,659,Dawn Schultz,Branch Manager,27,101847.5,2021-03-30,Active
1053,298,Joseph Lawson,Customer Service Representative,21,105398.39,2017-02-05,On Leave
1054,88,Samantha Clements,Customer Service Representative,12,104716.72,2024-03-04,Resigned
1055,400,Taylor Mcdowell,Credit Analyst,10,84552.63,2019-10-26,Active
1056,441,Valerie Smith,Compliance Officer,28,51577.45,2022-06-30,Active
1057,529,Grace Mata,Bank Teller,14,86324.79,2021-08-30,On Leave
1058,438,Kent King,Investment Advisor,1,62245.38,2023-05-21,On Leave
1059,418,Christopher Lewis,Customer Service Representative,15,99944.25,2022-11-05,Resigned
1060,480,Rachel Petersen DDS,Data Analyst,30,98104.34,2021-12-05,Active
1061,345,Kelsey Gillespie,Loan Officer,20,67705.14,2017-04-08,On Leave
1062,237,Steven Hernandez,Financial Analyst,24,52046.3,2019-04-29,Resigned
1063,48,Marc Brown,Compliance Officer,21,94082.32,2019-09-16,Active
1064,159,Taylor Robinson,Security Officer,24,39905.57,2017-08-15,Resigned
1065,204,Lori Hayden,Branch Manager,22,75489.63,2018-05-24,Resigned
1066,557,Amanda Moore,Investment Advisor,18,61690.2,2022-03-17,Active
1067,262,Joyce Larson,Compliance Officer,26,105843.34,2017-09-17,Resigned
1068,408,Belinda Mcclure,Compliance Officer,4,103144.42,2018-12-12,Resigned
1069,280,Valerie Campbell,Accountant,29,36769.58,2023-06-21,Active
1070,159,Steven Thomas,Data Analyst,7,69722.57,2016-06-28,On Leave
1071,256,Brandon Goodwin,Investment Advisor,3,106394.52,2015-04-23,Resigned
1072,601,Michelle Cooper,HR Manager,7,98098.87,2015-03-02,On Leave
1073,602,Emma Soto DDS,Financial Analyst,9,42008.41,2024-03-23,Active
1074,597,Hannah Perez,Data Analyst,7,117032.18,2019-02-21,Active
1075,242,Robert Munoz,Loan Officer,24,72965.29,2024-07-16,Active
1076,98,Jennifer Collins,Security Officer,17,109338.43,2018-10-14,Active
1077,534,Tamara Evans,Compliance Officer,4,38661.35,2025-01-17,On Leave
1078,57,Jeffrey Owen,Financial Analyst,20,59991.17,2021-07-24,On Leave
1079,675,Taylor Smith,Loan Officer,3,40646.35,2016-08-31,Resigned
1080,518,Dr. Jessica Mack,Credit Analyst,9,48368.55,2018-10-29,Resigned
1081,93,Jeff Bauer,HR Manager,6,62416.69,2024-07-06,On Leave
1082,145,Debra English,Security Officer,6,68355.92,2016-07-24,Resigned
1083,439,Mary Weber,Data Analyst,24,112305.7,2021-03-16,Active
1084,346,Emily Morris,Investment Advisor,17,92689.6,2023-04-01,Resigned
1085,76,Sarah Drake,IT Support,20,59509.53,2016-08-28,Resigned
1086,195,Richard Martin,Customer Service Representative,19,107489.23,2015-09-29,On Leave
1087,251,Ryan Garcia,Financial Analyst,7,60787.08,2024-08-09,On Leave
1088,542,Leslie Shepherd,Branch Manager,21,93977.92,2015-07-30,Active
1089,663,Alex Garcia,Bank Teller,5,58957.53,2020-10-22,Resigned
1090,310,Michelle Rodriguez,Credit Analyst,28,49249.41,2024-12-24,Resigned
1091,192,Roger Campos,Accountant,6,111003.35,2022-07-07,Active
1092,346,Tonya Small,Bank Teller,14,96646.9,2022-01-28,Active
1093,695,Brian Taylor,Customer Service Representative,9,104349.74,2018-01-13,Resigned
1094,125,Benjamin Harris,Compliance Officer,23,117916.32,2017-02-11,Resigned
1095,631,Kyle Anderson,Investment Advisor,18,51763.59,2023-02-27,Active
1096,297,Albert Vargas,Data Analyst,19,71919.83,2015-03-20,Active
1097,523,Robert Hopkins,IT Support,4,64888.32,2020-12-12,Active
1098,557,Robert Morris,Customer Service Representative,8,36718.04,2019-10-10,Active
1099,46,Lawrence Clark,Credit Analyst,28,66429.37,2018-02-12,Active
1100,294,Angela Peters,Investment Advisor,10,47068.66,2018-07-23,On Leave
